username,tweet,company,sentiment_of_tweet,confidence_of_sentiment,date,time
Thakurprasadp,"Reliance Jio set to launch DTH services, set-top box leaked online... https://t.co/AKZgmWitCo",Reliance,NULL,NULL,"2017-04-04 23:58:36",1491410365
dvkverma251,"Thanks to Reliance Jio I am able to work.
BSNL required to be privatised on urgently​. They behave more than Govt with customers even like .",Reliance,NULL,NULL,"2017-04-04 23:50:11",1491410366
PerfectedHacks,"Moto G5 India Launch, Reliance Jio Summer Surprise Counter-Offers, WhatsApp UPI Payments,… https://t.co/58E9vLPc9I https://t.co/OCDZAa1IIw",Reliance,NULL,NULL,"2017-04-04 23:46:06",1491410366
younews_in,"Reliance Jio 4G Download Speed Fastest in India Once Again: TRAI Data https://t.co/qbZbhCWK3y",Reliance,NULL,NULL,"2017-04-04 23:44:13",1491410366
Ashokdhull1978,"Reliance Jio beats rivals with almost double 4G download speed: TRAI... https://t.co/LhGi477ROd",Reliance,NULL,NULL,"2017-04-04 23:39:04",1491410366
Ashokdhull1978,"Reliance Jio set to launch DTH services, set-top box leaked online... https://t.co/fzk6w1EDsu",Reliance,NULL,NULL,"2017-04-04 23:37:08",1491410366
newsatspeed,"New post (Moto G5 India Launch, Reliance Jio Summer Surprise Counter-Offers, WhatsApp ...) has been published on  - https://t.co/syAUsW9HVu",Reliance,NULL,NULL,"2017-04-04 23:36:14",1491410366
Pradipsarkar291,"How to Check Your Jio Balance https://t.co/JUip0QIeja",Reliance,NULL,NULL,"2017-04-04 23:33:59",1491410366
4Gupdate,"Home Technology Reliance Jio Prime Summer Surprise Tariff Plans Launched – bonus 100GB 4G... - FactsKeeper https://t.co/vp4UC0FzKx",Reliance,NULL,NULL,"2017-04-04 23:30:05",1491410366
lautanjobs,"SAS Executive Job at Reliance Jio Infocomm Limited https://t.co/3ECUnEnEEE / India #India #Jobs #JobSeekers #Employment #Recruiting #Hiring",Reliance,NULL,NULL,"2017-04-04 23:21:54",1491410366
mvnoblog,"Mukesh Ambani's Reliance Jio foray makes Rs 26000 crore worth MVNO market in tatters… https://t.co/BUhJtBWKem https://t.co/mxfZiC6Fwd",Reliance,NULL,NULL,"2017-04-04 23:21:24",1491410367
isaidn3cqpar,"RT @kswap14: How to port airtel sim into reliance jio?@reliancejio @airtelindia",Reliance,NULL,NULL,"2017-04-04 23:13:22",1491410367
YourSpot16,"Reliance Jio Will Start Charging Users From April 1 If the year 2016 was in limelight, then most of the credit goe https://t.co/GPdNLpzHID",Reliance,NULL,NULL,"2017-04-04 23:13:06",1491410367
_RickyBindra,"#Reliance #Jio beats Idea, Airtel with almost double 4G download speed: Trai https://t.co/Q3caVWVxZp",Reliance,NULL,NULL,"2017-04-04 22:58:56",1491410367
Zapper_ybt,"#RelianceJio Provides The Fastest 4G Downloads Speed Once Again, Detailed info ke click kijiye niche https://t.co/QeWbAKyVzw",Reliance,NULL,NULL,"2017-04-04 22:47:35",1491410367
mashableng,"Archive: Reliance Jio’s LYF Wind 6 spotted on 3rd-Party Reta https://t.co/ZCbSOFJayg #digitalonlinestore #homeshop18 #lyfwind6 #reliancejio",Reliance,NULL,NULL,"2017-04-04 22:39:04",1491410369
ZyiteGadgets,"Reliance Jio offers: Mukesh Ambani’s telco to keep freebies flowing, say analysts https://t.co/JWEL9O8qfD",Reliance,NULL,NULL,"2017-04-04 22:15:54",1491410369
ttorii0609,"RT @linuxfoundation: Reliance Jio joins opensource ONAP as Platinum member: https://t.co/uYIxtcqUK2 #ONS2017 https://t.co/vXB20hIj0t",Reliance,NULL,NULL,"2017-04-04 22:15:15",1491410369
NewsBossIndia,"Reliance Jio Beats Rivals With Almost Double 4G Download Speed: Trai.. https://t.co/4GmHTCRk7t",Reliance,NULL,NULL,"2017-04-04 21:59:37",1491410369
TeChWorlD3207,"Mukesh Ambani's Reliance Jio foray puts Rs 26000 crore worth MVNO market in tatters - Economic Times https://t.co/xYzc35tpBM",Reliance,NULL,NULL,"2017-04-04 21:51:06",1491410369
itsjustinwong,"RT @TechnTricksYT: Mukesh Ambani's Reliance Jio foray puts Rs 26000 crore worth MVNO market in tatters - Economic Times https://t.co/awYYAq…",Reliance,NULL,NULL,"2017-04-04 21:48:43",1491410369
TechnTricksYT,"Mukesh Ambani's Reliance Jio foray puts Rs 26000 crore worth MVNO market in tatters - Economic Times https://t.co/awYYAqlmPH #Tech",Reliance,NULL,NULL,"2017-04-04 21:48:06",1491410369
TopFinNews,"Mukesh Ambani’s Reliance Jio foray puts Rs 26,000 crore worth MVNO market in tatters https://t.co/NfHi49LpkR… https://t.co/ZrB7d1hu0A",Reliance,NULL,NULL,"2017-04-04 21:37:04",1491410369
bhavik_bhavsar,"Mukesh Ambani's Reliance Jio foray puts Rs 26000 crore worth MVNO market in tatters - Economic Times https://t.co/nKhm1sINB7 #bhavikbhavsar",Reliance,NULL,NULL,"2017-04-04 21:33:10",1491410369
Fun20sh,"Mukesh Ambani's Reliance Jio foray puts Rs 26000 crore worth MVNO market in tatters - Economic Times https://t.co/mKYlGwe3am",Reliance,NULL,NULL,"2017-04-04 21:30:59",1491410369
CatchNaukri,"Reliance Jio Various Post Openings
Click below to Apply Now
https://t.co/HayQMshxqb",Reliance,NULL,NULL,"2017-04-04 21:28:05",1491410369
NewsBossIndia,"Reliance Jio Summer Surprise Offer full details: Get over 100 GB 4G data for Rs 999.. https://t.co/wwmoyKQvFY",Reliance,NULL,NULL,"2017-04-04 21:20:26",1491410369
Atiksh_Singh,"RT @thus_spake: NEW DELHI: The mobile virtual network operator (MVNO) market opportunity, envisaged at Rs 26,000 crore, could ta... https:/…",Reliance,NULL,NULL,"2017-04-04 21:13:04",1491410370
AyGoWNRvz9Vw0GS,"RT @techkaro: RelianceJio + Google = Rs2000 Smartphone

https://t.co/3QBdsrqLRG 

#MahaBudget2017 #AAPFoolingDelhi #KarrmHomes https://t.co…",Reliance,NULL,NULL,"2017-04-04 21:10:12",1491410374
Indian_Biz,"Mukesh Ambani’s Reliance Jio foray puts Rs 26,000 crore worth MVNO market in tatters https://t.co/KdwErncOQE #india #indiabiz",Reliance,NULL,NULL,"2017-04-04 21:09:22",1491410375
IndiaFone,"ETTelecom | Mukesh Ambani’s Reliance Jio foray puts Rs 26,000 crore worth MVNO market in tatters https://t.co/xsbYNzhIJD #Telecom",Reliance,NULL,NULL,"2017-04-04 21:07:16",1491410375
thus_spake,"NEW DELHI: The mobile virtual network operator (MVNO) market opportunity, envisaged at Rs 26,000 crore, could ta... https://t.co/Nl4Gkjjlyi",Reliance,NULL,NULL,"2017-04-04 21:06:24",1491410375
meetpipe,"Mukesh Ambani's Reliance Jio foray makes Rs 26000 crore worth MVNO market in tatters - https://t.co/PGayKXuCMP https://t.co/dUpZ4aCvcx #Tech",Reliance,NULL,NULL,"2017-04-04 21:06:17",1491410375
rvp,"RT ETTelecom ""ETTelecom | Mukesh Ambani’s Reliance Jio foray puts Rs 26,000 crore worth MVNO market in tatters https://t.co/aQgmgbMkAN""",Reliance,NULL,NULL,"2017-04-04 21:01:26",1491410375
jais_george,"ETTelecom | Mukesh Ambani’s Reliance Jio foray puts Rs 26,000 crore worth MVNO market in tatters https://t.co/oG8RLmTLSo",Reliance,NULL,NULL,"2017-04-04 21:00:24",1491410375
ETTelecom,"ETTelecom | Mukesh Ambani’s Reliance Jio foray puts Rs 26,000 crore worth MVNO market in tatters https://t.co/iVLiFIzzj1",Reliance,NULL,NULL,"2017-04-04 21:00:21",1491410375
moomblr,"Mukesh Ambani’s Reliance Jio foray makes Rs 26000 crore worth MVNO market in tatters – https://t.co/TnqgKxLPAA https://t.co/3Myy24g8O1",Reliance,NULL,NULL,"2017-04-04 20:58:45",1491410375
